Table S3. Mouse protein-protein interactions. From columns M to Q are reported the results of the M2H screen,,,,,,,,,,,,,,,,,
EdgeID,geneid1,geneid1symbol,geneid2,geneid2symbol,PubMed IDs,Number of PubMed hits,Methods,Databases,GOSemSim BP,Common Pathways,Gold Standard,Mouse 2x2,,,,,
MM016151:MM021929,16151,Ikbkg,21929,Tnfaip3,,0,,,0.116,,,,M222017E09:M222021D06;M222017E09:M222021E06;,19.1198,,12.37059;19.1198;,
MM016151:MM022088,16151,Ikbkg,22088,Tsg101,,0,,,0.335,,,,M222021B05:M222021D06;,8.418744,,8.418744;,
MM016151:MM080859,16151,Ikbkg,80859,Nfkbiz,,0,,,0.629,,,,M222016D04:M222021E06;M222016D04:M222021D06;,3.317904,,3.070066;3.317904;,
MM016151:MM103806,16151,Ikbkg,103806,Maml1,,0,,,0.71,,,,M222023C08:M222021D06;M222023C08:M222021E06;,11.32617,,11.32617;8.518518;,
MM016364:MM027140,16364,Irf4,27140,Tlx3,,0,,,0.5,,,,M222018A08:M222014G10;,6.256339,,6.256339;,
MM016391:MM018986,16391,Isgf3g,18986,Pou2f1,,0,,,0.86,,,,M222013G12:M222011G10;,12.45888,,12.45888;,
MM016391:MM020679,16391,Isgf3g,20679,Sox6,,0,,,0.545,,,,M222031C11:M222011G10;,7.894385,,7.894385;,
MM016391:MM020847,16391,Isgf3g,20847,Stat2,,0,,,0.794,,,,M222015C05:M222011G10;,14.48357,,14.48357;,
MM016391:MM027217,16391,Isgf3g,27217,Mixl1,,0,,,0.476,,,,M222024B04:M222011G10;M222026F03:M222011G10;,5.833891,,5.350281;5.833891;,
MM016392:MM016826,16392,Isl1,16826,Ldb2,,0,,,1,,,M222015F06:M222026H08;M222015F06:M222024F10;,,16.77244,11.16151;16.77244;,,
MM016392:MM066970,16392,Isl1,66970,Ssbp2,,0,,,0.487,,,M222015F06:M222024B01;,,9.915609,9.915609;,,
MM016476:MM016658,16476,Jun,16658,Mafb,,0,,,0.646,,,,,,,,
MM016476:MM020848,16476,Jun,20848,Stat3,,0,,,0.624,KEGG/Pathways in cancer - Mus musculus (mouse),,,,,,,
MM016477:MM053314,16477,Junb,53314,Batf,,0,,,0.407,,,,M222015G01:M222011H10;,15.5653,,15.5653;,
MM016477:MM381319,16477,Junb,381319,9130211I03Rik,,0,,,0.407,,,M222011H10:M222028F01;,M222028F01:M222011H10;,24.51849,24.51849;,6.242645;,
MM016478:MM381319,16478,Jund1,381319,9130211I03Rik,,0,,,0.601,,,M222031E04:M222028F01;,,21.5655,21.5655;,,
MM016658:MM226182,16658,Mafb,226182,Taf5,,0,,,0.691,,,M222013D08:M222017G09;,,9.801871,9.801871;,,
MM016825:MM016869,16825,Ldb1,16869,Lhx1,,0,,,0.681,,,,M222011B11:M222026D09;M222011B11:M222024A11;M222011B11:M222019D01;,46.54854,,24.2749;33.5962;46.54854;,
MM016825:MM016870,16825,Ldb1,16870,Lhx2,,0,,,0.518,,,M222019D01:M222013F08;M222026D09:M222013F08;,M222013F08:M222026D09;M222013F08:M222024A11;M222013F08:M222019D01;,41.36783,18.89404;33.64906;,38.86206;41.36783;9.624228;,
MM016825:MM016872,16825,Ldb1,16872,Lhx4,,0,,,0.467,,,,M222018D12:M222026D09;M222018D12:M222019D01;M222018D12:M222024A11;M222026C08:M222026D09;M222026C08:M222024A11;M222026C08:M222019D01;,125.7282,,125.7282;40.00092;54.30275;73.42382;79.72855;80.90201;,
MM016825:MM016873,16825,Ldb1,16873,Lhx5,,0,,,0.543,,,,M222011C11:M222026D09;M222011C11:M222019D01;M222011C11:M222024A11;,35.83027,,27.78338;30.9083;35.83027;,
MM016825:MM016876,16825,Ldb1,16876,Lhx9,,0,,,0.321,,,M222019D01:M222024E08;M222019D01:M222018E09;,M222018E09:M222024A11;M222018E09:M222019D01;M222018E09:M222026D09;M222026A07:M222024A11;,48.74679,12.70641;22.11886;,17.9795;25.2896;48.74679;7.033144;,
MM016825:MM016909,16825,Ldb1,16909,Lmo2,,0,,,1,,,,M222011D11:M222019D01;M222011D11:M222024A11;M222011D11:M222026D09;,25.69318,,23.58375;25.59846;25.69318;,
MM016825:MM016911,16825,Ldb1,16911,Lmo4,,0,,,0.256,,,,M222020C04:M222026D09;M222020C04:M222019D01;,52.27517,,44.46272;52.27517;,
MM016825:MM016917,16825,Ldb1,16917,Lmx1b,,0,,,0.582,,,M222019D01:M222026F08;M222024A11:M222024C10;M222024A11:M222026F08;M222019D01:M222024C10;,M222024C10:M222026D09;M222024C10:M222019D01;M222026F08:M222024A11;M222026F08:M222026D09;M222024C10:M222024A11;M222026F08:M222019D01;,78.25282,15.60342;16.8368;19.00508;24.20653;,60.3286;62.68525;64.20834;64.938;65.83379;78.25282;,
MM016825:MM066970,16825,Ldb1,66970,Ssbp2,,0,,,0.129,,,M222024A11:M222024B01;M222019D01:M222024B01;,M222024G08:M222024A11;M222024B01:M222019D01;M222024G08:M222019D01;M222024G08:M222026D09;M222015F09:M222019D01;M222015F09:M222026D09;M222015F09:M222024A11;M222024B01:M222024A11;,354.2856,11.98526;18.77855;,137.4331;148.3358;191.8307;192.7643;313.7452;324.0661;354.2856;96.94846;,
MM016825:MM068040,16825,Ldb1,68040,3110024A21Rik,,0,,,0.129,,,,M222015H09:M222026D09;M222015H09:M222024A11;M222015H09:M222019D01;,7.945779,,4.999221;7.014953;7.945779;,
MM016825:MM072135,16825,Ldb1,72135,Pygo1,,0,,,0.638,,,,M222014A07:M222026D09;M222014A07:M222019D01;M222014A07:M222024A11;,8.060738,,5.293307;7.754033;8.060738;,
MM016825:MM072475,16825,Ldb1,72475,Ssbp3,,0,,,0.314,,,,M222015H08:M222026D09;M222015H08:M222019D01;M222015H08:M222024A11;,504.3881,,223.2543;415.9764;504.3881;,
MM016825:MM076900,16825,Ldb1,76900,Ssbp4,,0,,,,,,,M222018C12:M222024A11;M222018C12:M222026D09;M222018C12:M222019D01;,303.576,,298.4445;303.576;69.76552;,
MM016825:MM104360,16825,Ldb1,104360,Isl2,,0,,,0.502,,,M222026D09:M222016E01;M222024A11:M222016E01;M222019D01:M222016E01;,M222016E01:M222026D09;M222016E01:M222024A11;M222016E01:M222019D01;,63.32229,14.66441;22.87365;30.7068;,40.62054;50.35093;63.32229;,
MM016825:MM105859,16825,Ldb1,105859,Csdc2,,0,,,0.13,,,,M222016F09:M222024A11;M222016F09:M222019D01;M222016F09:M222026D09;,4.029823,,3.152086;3.566199;4.029823;,
MM016825:MM109593,16825,Ldb1,109593,Lmo3,,0,,,0.129,,,,M222029G01:M222024A11;M222029G01:M222026D09;M222029G01:M222019D01;,55.67971,,40.25076;43.11885;55.67971;,
MM016825:MM109594,16825,Ldb1,109594,Lmo1,,0,,,0.561,,,,M222018F02:M222024A11;M222018F02:M222019D01;M222018F02:M222026D09;,54.77991,,30.9881;38.0213;54.77991;,
MM016825:MM110648,16825,Ldb1,110648,Lmx1a,,0,,,0.618,,,,M222016E05:M222026D09;M222016E05:M222024A11;M222016E05:M222019D01;,164.463,,139.8134;164.463;61.76838;,
MM016825:MM230908,16825,Ldb1,230908,Tardbp,,0,,,0.129,,,,M222016H09:M222024A11;M222016H09:M222019D01;,3.617519,,3.153175;3.617519;,
MM016825:MM245583,16825,Ldb1,245583,Tgifx1,,0,,,0.331,,,,M222016F11:M222026D09;M222016F11:M222024A11;M222016F11:M222019D01;,5.655474,,3.216018;3.478345;5.655474;,
MM016825:MM269870,16825,Ldb1,269870,Zfp446,,0,,,0.129,,,,M222019H07:M222026D09;M222019H07:M222019D01;M222019H07:M222024A11;,9.932121,,6.763863;7.031869;9.932121;,
MM016826:MM016869,16826,Ldb2,16869,Lhx1,,0,,,1,,,,M222011B11:M222026H08;M222011B11:M222024F10;,23.22917,,14.80222;23.22917;,
MM016826:MM016870,16826,Ldb2,16870,Lhx2,,0,,,0.706,,,M222026H08:M222013F08;,M222013F08:M222024F10;M222013F08:M222026H08;,26.23516,26.23516;,12.80203;15.57112;,
MM016826:MM016872,16826,Ldb2,16872,Lhx4,,0,,,0.638,,,,M222018D12:M222024F10;M222026C08:M222026H08;M222026C08:M222024F10;M222018D12:M222026H08;,37.25066,,22.64636;32.25793;32.70123;37.25066;,
MM016826:MM016873,16826,Ldb2,16873,Lhx5,,0,,,0.611,,,,M222011C11:M222026H08;M222011C11:M222024F10;,28.42532,,17.98724;28.42532;,
MM016826:MM016876,16826,Ldb2,16876,Lhx9,,0,,,0.434,,,M222026H08:M222018E09;M222026H08:M222024E08;,M222026A07:M222024F10;M222018E09:M222024F10;M222018E09:M222026H08;M222026A07:M222026H08;,17.41772,6.922177;9.710032;,13.92346;14.75475;17.41772;8.738389;,
MM016826:MM016909,16826,Ldb2,16909,Lmo2,,0,,,0.263,,,,M222011D11:M222026H08;M222011D11:M222024F10;,16.96607,,14.68733;16.96607;,
MM016826:MM016911,16826,Ldb2,16911,Lmo4,,0,,,0.36,,,,M222020C04:M222024F10;M222020C04:M222026H08;,39.6335,,39.61934;39.6335;,
MM016826:MM016917,16826,Ldb2,16917,Lmx1b,,0,,,1,,,M222026H08:M222026F08;M222024F10:M222026F08;,M222024C10:M222026H08;M222024C10:M222024F10;M222026F08:M222026H08;M222026F08:M222024F10;,34.12773,5.04414;6.914338;,19.65718;20.09172;31.22945;34.12773;,
MM016826:MM066970,16826,Ldb2,66970,Ssbp2,,0,,,0.127,,,M222024F10:M222024B01;M222026H08:M222024B01;,M222024G08:M222026H08;M222015F09:M222026H08;M222024B01:M222026H08;M222015F09:M222024F10;,212.5127,7.399066;7.981252;,110.8964;212.5127;44.04002;69.97337;,
MM016826:MM072135,16826,Ldb2,72135,Pygo1,,0,,,0.872,,,,M222014A07:M222024F10;M222014A07:M222026H08;,5.881455,,4.428357;5.881455;,
MM016826:MM076900,16826,Ldb2,76900,Ssbp4,,0,,,,,,,M222018C12:M222024F10;M222018C12:M222026H08;,149.5675,,130.2146;149.5675;,
MM016826:MM104360,16826,Ldb2,104360,Isl2,,0,,,1,,,M222026H08:M222016E01;M222024F10:M222016E01;,M222016E01:M222024F10;M222016E01:M222026H08;,33.06875,11.66513;12.36053;,32.80748;33.06875;,
MM016826:MM109593,16826,Ldb2,109593,Lmo3,,0,,,0.127,,,,M222029G01:M222024F10;M222029G01:M222026H08;,31.5056,,28.83848;31.5056;,
MM016826:MM109594,16826,Ldb2,109594,Lmo1,,0,,,1,,,,M222018F02:M222024F10;M222018F02:M222026H08;,26.13285,,21.8047;26.13285;,
MM016826:MM110648,16826,Ldb2,110648,Lmx1a,,0,,,1,,,,M222016E05:M222024F10;M222016E05:M222026H08;,102.8754,,102.8754;79.66449;,
MM016826:MM269870,16826,Ldb2,269870,Zfp446,,0,,,0.127,,,,M222019H07:M222024F10;,8.524908,,8.524908;,
MM016842:MM059004,16842,Lef1,59004,Pias4,,0,,,0.65,KEGG/Pathways in cancer - Mus musculus (mouse),,,,,,,
MM016870:MM066970,16870,Lhx2,66970,Ssbp2,,0,,,0.536,,,M222013F08:M222024B01;,M222024G08:M222013F08;M222024B01:M222013F08;M222015F09:M222013F08;,22.72309,3.689622;,21.28253;22.72309;6.217443;,
MM016870:MM072475,16870,Lhx2,72475,Ssbp3,,0,,,0.657,,,,M222015H08:M222013F08;,9.1576,,9.1576;,
MM016870:MM223701,16870,Lhx2,223701,Mkl1,,0,,,0.549,,,,M222023H10:M222013F08;,14.31029,,14.31029;,
MM016870:MM229004,16870,Lhx2,229004,Gmeb2,,0,,,0.536,,,,M222019C08:M222013F08;M222025E03:M222013F08;,9.562551,,5.32906;9.562551;,
MM016872:MM104360,16872,Lhx4,104360,Isl2,,0,,,0.698,,,M222026C08:M222016E01;M222018D12:M222016E01;,,31.87285,20.13452;31.87285;,,
MM016876:MM072135,16876,Lhx9,72135,Pygo1,,0,,,0.371,,,,M222014A07:M222024E08;M222014A07:M222026A07;,11.30626,,11.30626;9.237561;,
MM016876:MM072475,16876,Lhx9,72475,Ssbp3,,0,,,0.663,,,,M222015H08:M222024E08;M222015H08:M222026A07;M222015H08:M222018E09;,79.00916,,35.08867;68.78339;79.00916;,
MM016876:MM076900,16876,Lhx9,76900,Ssbp4,,0,,,,,,,M222018C12:M222024E08;,14.89406,,14.89406;,
MM016876:MM269870,16876,Lhx9,269870,Zfp446,,0,,,0.566,,,,M222019H07:M222024E08;M222019H07:M222026A07;M222019H07:M222018E09;,19.8985,,10.96683;12.63325;19.8985;,
MM016911:MM016911,16911,Lmo4,16911,Lmo4,,0,,,1,,,,,,,,
MM016911:MM066970,16911,Lmo4,66970,Ssbp2,,0,,,0.829,,,M222020C04:M222024B01;,,31.188,31.188;,,
MM016917:MM066970,16917,Lmx1b,66970,Ssbp2,,0,,,0.447,,,M222026F08:M222024B01;,M222024G08:M222026F08;M222015F09:M222024C10;M222024B01:M222026F08;M222015F09:M222026F08;,20.39942,10.7412;,12.09851;20.39942;5.152189;6.003592;,
MM016917:MM072475,16917,Lmx1b,72475,Ssbp3,,0,,,0.586,,,,M222015H08:M222024C10;M222015H08:M222026F08;,17.63097,,13.81092;17.63097;,
MM016917:MM076900,16917,Lmx1b,76900,Ssbp4,,0,,,,,,,M222018C12:M222026F08;M222018C12:M222024C10;,8.661353,,7.792605;8.661353;,
MM016917:MM269870,16917,Lmx1b,269870,Zfp446,,0,,,0.447,,,,M222019H07:M222026F08;,8.310042,,8.310042;,
MM016918:MM017187,16918,Mycl1,17187,Max,,0,,,0.747,,,,M222011C12:M222011E11;,3.679906,,3.679906;,
MM017119:MM017187,17119,Mxd1,17187,Max,,0,,,1,,,,,,,,
MM017121:MM017187,17121,Mxd3,17187,Max,,0,,,0.97,,,,,,,,
MM017122:MM017187,17122,Mxd4,17187,Max,,0,,,0.97,,,,,,,,
MM017125:MM024136,17125,Smad1,24136,Zfhx1b,,0,,,0.542,,,,,,,,
MM017126:MM024136,17126,Smad2,24136,Zfhx1b,,0,,,0.564,,,,,,,,
MM017127:MM017927,17127,Smad3,17927,Myod1,,0,,,0.623,,,,,,,,
MM017127:MM022337,17127,Smad3,22337,Vdr,,0,,,0.563,,,,,,,,
MM017128:MM027140,17128,Smad4,27140,Tlx3,,0,,,0.634,,,,M222018A08:M222025A04;,9.174866,,9.174866;,
MM017128:MM108655,17128,Smad4,108655,Foxp1,,0,,,0.612,,,,M222017A08:M222025A04;,12.68473,,12.68473;,
MM017129:MM024136,17129,Smad5,24136,Zfhx1b,,0,,,0.543,,,,,,,,
MM017133:MM072199,17133,Maff,72199,Mms19l,,0,,,0.589,,,M222013B09:M222023D11;,,6.261153,6.261153;,,
MM017134:MM018024,17134,Mafg,18024,Nfe2l2,,0,,,0.668,,,,M222019E10:M222026H01;M222019E10:M222024C02;,6.596991,,4.060741;6.596991;,
MM017135:MM018024,17135,Mafk,18024,Nfe2l2,,0,,,0.698,,,,,,,,
MM017135:MM018124,17135,Mafk,18124,Nr4a3,,0,,,0.686,,,M222013C09:M222025A06;,,8.751562,8.751562;,,
MM017172:MM021423,17172,Ascl1,21423,Tcfe2a,,0,,,0.401,,,,,,,,
MM017187:MM017187,17187,Max,17187,Max,,0,,,1,,,,,,,,
MM017187:MM017859,17187,Max,17859,Mxi1,,0,,,0.966,,,,,,,,
MM017187:MM018109,17187,Max,18109,Mycn,,0,,,0.562,,,,M222019G05:M222011C12;,76.11515,,76.11515;,
MM017219:MM071241,17219,Mcm6,71241,Dmrtc2,,0,,,0.722,,,,M222021F03:M222012B01;,6.568008,,6.568008;,
MM017219:MM229004,17219,Mcm6,229004,Gmeb2,,0,,,0.822,,,,M222025E03:M222031B11;M222025E03:M222012B01;,4.926196,,4.140438;4.926196;,
MM017260:MM017978,17260,Mef2c,17978,Ncoa2,,0,,,0.561,,,,,,,,
MM017260:MM017979,17260,Mef2c,17979,Ncoa3,,0,,,0.529,,,,M222012F02:M222015C10;,11.15335,,11.15335;,
MM017268:MM018515,17268,Meis1,18515,Pbx2,,0,,,0.874,,,M222031D01:M222015E03;,M222015E03:M222031D01;,16.95422,16.95422;,7.275098;,
MM017268:MM018516,17268,Meis1,18516,Pbx3,,0,,,0.848,,,M222031D01:M222019D04;,M222019D04:M222031D01;,7.781379,7.781379;,5.962984;,
MM017268:MM018771,17268,Meis1,18771,Pknox1,,0,,,0.808,,,,,,,,
MM017268:MM021908,17268,Meis1,21908,Tlx1,,0,,,0.727,,,,M222031A05:M222031D01;,6.525198,,6.525198;,
MM017268:MM080720,17268,Meis1,80720,Pbx4,,0,,,0.888,,,M222031D01:M222018A01;,,8.260646,8.260646;,,
MM017285:MM018503,17285,Meox1,18503,Pax1,,0,,,0.755,,,,,,,,
MM017285:MM018505,17285,Meox1,18505,Pax3,,0,,,0.655,,,,,,,,
MM017286:MM018503,17286,Meox2,18503,Pax1,,0,,,0.755,,,,,,,,
MM017286:MM018505,17286,Meox2,18505,Pax3,,0,,,0.655,,,,,,,,
MM017286:MM056736,17286,Meox2,56736,Rnf14,,0,,,0.542,,,M222012D01:M222028A07;,,7.910208,7.910208;,,
MM017342:MM018508,17342,Mitf,18508,Pax6,,0,,,0.722,,,,,,,,
MM017342:MM229615,17342,Mitf,229615,Pias3,,0,,,0.432,,,,,,,,
MM017344:MM018033,17344,Pias2,18033,Nfkb1,,0,,,0.62,KEGG/Pathways in cancer - Mus musculus (mouse); KEGG/Small cell lung cancer - Mus musculus (mouse),,M222028A10:M222025H12;,,6.250824,6.250824;,,
MM017354:MM020846,17354,Mllt10,20846,Stat1,,0,,,,,,,M222012G07:M222013G09;,10.48983,,10.48983;,
MM017354:MM075291,17354,Mllt10,75291,Zbtb3,,0,,,,,,,M222022H01:M222013G09;M222022H01:M222028G08;,3.946616,,3.494253;3.946616;,
MM017536:MM018508,17536,Mrg1,18508,Pax6,,0,,,0.513,,,,,,,,
MM017536:MM018514,17536,Mrg1,18514,Pbx1,,0,,,0.596,,,M222031D08:M222024E09;M222031D08:M222026H07;M222031D08:M222018C11;,M222024E09:M222031D08;M222026H07:M222031D08;M222018C11:M222031D08;,29.23115,22.49391;24.39517;29.23115;,17.85896;20.61591;6.711111;,
MM017536:MM018515,17536,Mrg1,18515,Pbx2,,0,,,0.848,,,M222031D08:M222015E03;,M222015E03:M222031D08;,29.68017,29.68017;,8.705279;,
MM017536:MM018516,17536,Mrg1,18516,Pbx3,,0,,,0.674,,,,M222019D04:M222031D08;,7.316435,,7.316435;,
MM017536:MM021423,17536,Mrg1,21423,Tcfe2a,,0,,,0.792,,,,M222028E10:M222031D08;,7.731451,,7.731451;,
MM017536:MM080720,17536,Mrg1,80720,Pbx4,,0,,,0.803,,,M222031D08:M222018A01;,,16.57832,16.57832;,,
MM017537:MM080720,17537,Mrg2,80720,Pbx4,,0,,,0.825,,,M222012H01:M222018A01;,,8.256079,8.256079;,,
MM017537:MM081703,17537,Mrg2,81703,Jundm2,,0,,,0.756,,,,M222018B03:M222012H01;M222024D02:M222012H01;,5.893839,,4.626728;5.893839;,
MM017701:MM021374,17701,Msx1,21374,Tbp,,0,,,0.442,,,,,,,,
MM017702:MM056381,17702,Msx2,56381,Spen,,0,,,0.596,,,,,,,,
MM017764:MM018124,17764,Mtf1,18124,Nr4a3,,0,,,0.71,,,M222012A02:M222025A06;M222028B11:M222025A06;,,3.775642,3.010427;3.775642;,,
MM017764:MM056736,17764,Mtf1,56736,Rnf14,,0,,,0.619,,,M222012A02:M222028A07;,,14.2192,14.2192;,,
MM017764:MM076893,17764,Mtf1,76893,Lass2,,0,,,0.532,,,M222012A02:M222019H01;,,9.949092,9.949092;,,
MM017859:MM093762,17859,Mxi1,93762,Smarca5,,0,,,0.492,,,M222013A10:M222031B06;,,15.50904,15.50904;,,
MM017863:MM030046,17863,Myb,30046,Zfp292,,0,,,0.764,,,M222013B10:M222025C09;,,7.354601,7.354601;,,
MM017865:MM022779,17865,Mybl2,22779,Zfpn1a2,,0,,,0.855,,,M222012B02:M222014H07;,,8.612029,8.612029;,,
MM017865:MM330361,17865,Mybl2,330361,AW146020,,0,,,0.894,,,M222012B02:M222028E08;,,7.251095,7.251095;,,
MM017927:MM017927,17927,Myod1,17927,Myod1,,0,,,1,,,,,,,,
MM017927:MM021423,17927,Myod1,21423,Tcfe2a,,0,,,0.578,,,,,,,,
MM017979:MM018171,17979,Ncoa3,18171,Nr1i2,,0,,,0.848,,,M222012F02:M222013H11;,,11.80382,11.80382;,,
MM017979:MM018626,17979,Ncoa3,18626,Per1,,0,,,0.832,,,M222012F02:M222023B04;,,9.478845,9.478845;,,
MM017979:MM021387,17979,Ncoa3,21387,Tbx4,,0,,,0.459,,,M222012F02:M222031E02;,,7.030835,7.030835;,,
MM017979:MM030942,17979,Ncoa3,30942,Hnf4g,,0,,,0.858,,,M222012F02:M222014C12;,,11.20813,11.20813;,,
MM017979:MM064383,17979,Ncoa3,64383,Sirt2,,0,,,0.622,,,M222012F02:M222024G11;,,7.165111,7.165111;,,
MM017979:MM070408,17979,Ncoa3,70408,Polr3f,,0,,,1,,,M222012F02:M222028G01;,,6.399201,6.399201;,,
MM017979:MM071991,17979,Ncoa3,71991,Ercc8,,0,,,0.66,,,M222012F02:M222021F05;,,11.47495,11.47495;,,
MM017979:MM074197,17979,Ncoa3,74197,Gtf2e1,,0,,,0.836,,,M222012F02:M222019H04;,,14.1393,14.1393;,,
MM017979:MM076893,17979,Ncoa3,76893,Lass2,,0,,,0.6,,,M222012F02:M222019H01;,,16.87408,16.87408;,,
MM017979:MM083925,17979,Ncoa3,83925,Trps1,,0,,,0.848,,,M222012F02:M222016A05;,,6.633663,6.633663;,,
MM017979:MM093759,17979,Ncoa3,93759,Sirt1,,0,,,0.553,,,M222012F02:M222015A05;,,7.517078,7.517078;,,
MM017979:MM110147,17979,Ncoa3,110147,Ehmt2,,0,,,0.456,,,M222012F02:M222016C10;M222012F02:M222016B10;,,5.159517,3.499952;5.159517;,,
MM017979:MM114606,17979,Ncoa3,114606,Tle6,,0,,,0.936,,,M222012F02:M222022F05;,,17.86526,17.86526;,,
MM017979:MM225998,17979,Ncoa3,225998,Rorb,,0,,,0.621,,,M222012F02:M222019C01;,,31.82306,31.82306;,,
MM017979:MM330361,17979,Ncoa3,330361,AW146020,,0,,,0.896,,,M222012F02:M222028E08;,,8.202737,8.202737;,,
MM018012:MM027217,18012,Neurod1,27217,Mixl1,,0,,,0.766,,,,M222024B04:M222013H10;,6.297386,,6.297386;,
MM018021:MM073181,18021,Nfatc3,73181,Nfatc4,,0,,,0.893,,,,,,,,
MM018022:MM018393,18022,Nfe2,18393,Orc2l,,0,,,0.842,,,M222012G02:M222022B05;,,6.479382,6.479382;,,
MM018022:MM018432,18022,Nfe2,18432,Mybbp1a,,0,,,0.635,,,M222012G02:M222023F05;,,6.646147,6.646147;,,
MM018022:MM018519,18022,Nfe2,18519,Pcaf,,0,,,0.642,,,M222012G02:M222015E05;,,7.281227,7.281227;,,
MM018022:MM018626,18022,Nfe2,18626,Per1,,0,,,0.622,,,M222012G02:M222023B04;,,8.098242,8.098242;,,
MM018022:MM019708,18022,Nfe2,19708,Dpf2,,0,,,0.672,,,M222012G02:M222014H01;,,7.144027,7.144027;,,
MM018022:MM020591,18022,Nfe2,20591,Jarid1c,,0,,,0.711,,,M222012G02:M222017D10;,,6.937097,6.937097;,,
MM018022:MM020592,18022,Nfe2,20592,Jarid1d,,0,,,0.205,,,M222012G02:M222025A10;M222012G02:M222025C10;,,8.003006,7.939374;8.003006;,,
MM018022:MM020613,18022,Nfe2,20613,Snai1,,0,,,0.446,,,M222012G02:M222014A03;,,9.560871,9.560871;,,
MM018022:MM020922,18022,Nfe2,20922,Supt4h1,,0,,,0.67,,,M222012G02:M222018E01;,,7.887402,7.887402;,,
MM018022:MM021843,18022,Nfe2,21843,Tial1,,0,,,0.264,,,M222012G02:M222024B12;,,8.125528,8.125528;,,
MM018022:MM022088,18022,Nfe2,22088,Tsg101,,0,,,0.41,,,M222012G02:M222021B05;,,14.97668,14.97668;,,
MM018022:MM022221,18022,Nfe2,22221,Ubp1,,0,,,0.719,,,M222012G02:M222026B12;M222012G02:M222022B01;,,7.183703,4.827843;7.183703;,,
MM018022:MM022691,18022,Nfe2,22691,Zscan2,,0,,,0.772,,,M222012G02:M222019G10;,,8.226812,8.226812;,,
MM018022:MM023808,18022,Nfe2,23808,Ash2l,,0,,,0.66,,,M222012G02:M222022C11;,,9.238572,9.238572;,,
MM018022:MM023894,18022,Nfe2,23894,Gtf2h2,,0,,,0.674,,,M222012G02:M222026B10;,,6.861579,6.861579;,,
MM018022:MM030046,18022,Nfe2,30046,Zfp292,,0,,,0.532,,,M222012G02:M222025C09;,,7.394842,7.394842;,,
MM018022:MM030794,18022,Nfe2,30794,Pdlim4,,0,,,0.264,,,M222012G02:M222026C07;,,11.34417,11.34417;,,
MM018022:MM053317,18022,Nfe2,53317,Plrg1,,0,,,0.51,,,M222012G02:M222022D01;,,6.514403,6.514403;,,
MM018022:MM056404,18022,Nfe2,56404,Trip4,,0,,,0.705,,,M222012G02:M222022G05;,,6.790169,6.790169;,,
MM018022:MM056503,18022,Nfe2,56503,Ankrd49,,0,,,1,,,M222012G02:M222015G04;,,6.778413,6.778413;,,
MM018022:MM056707,18022,Nfe2,56707,Zfp111,,0,,,1,,,M222012G02:M222031B05;,,9.986082,9.986082;,,
MM018022:MM056736,18022,Nfe2,56736,Rnf14,,0,,,0.587,,,M222012G02:M222028A07;,,20.66055,20.66055;,,
MM018022:MM057376,18022,Nfe2,57376,Smarce1,,0,,,0.539,,,M222012G02:M222015D06;,,24.28171,24.28171;,,
MM018022:MM064383,18022,Nfe2,64383,Sirt2,,0,,,0.545,,,M222012G02:M222019E02;M222012G02:M222026G09;,,5.882113,3.908181;5.882113;,,
MM018022:MM065247,18022,Nfe2,65247,Asb1,,0,,,0.417,,,M222012G02:M222031E06;,,6.726525,6.726525;,,
MM018022:MM066980,18022,Nfe2,66980,Zdhhc6,,0,,,,,,M222012G02:M222021H06;,,6.012922,6.012922;,,
MM018022:MM068153,18022,Nfe2,68153,Gtf2e2,,0,,,0.666,,,M222012G02:M222018B08;,,7.679869,7.679869;,,
MM018022:MM069241,18022,Nfe2,69241,Polr2d,,0,,,1,,,M222012G02:M222024A01;,,6.036355,6.036355;,,
MM018022:MM069890,18022,Nfe2,69890,Zfp219,,0,,,,,,M222012G02:M222017G08;,,8.436636,8.436636;,,
MM018022:MM070392,18022,Nfe2,70392,Asb12,,0,,,0.186,,,M222012G02:M222016G06;,,8.749234,8.749234;,,
MM018022:MM071991,18022,Nfe2,71991,Ercc8,,0,,,0.587,,,M222012G02:M222021F05;M222012G02:M222021G05;,,5.110664,3.92306;5.110664;,,
MM018022:MM072199,18022,Nfe2,72199,Mms19l,,0,,,0.652,,,M222012G02:M222023D11;,,6.023385,6.023385;,,
MM018022:MM074197,18022,Nfe2,74197,Gtf2e1,,0,,,0.666,,,M222012G02:M222019H04;,,12.97384,12.97384;,,
MM018022:MM080720,18022,Nfe2,80720,Pbx4,,0,,,0.71,,,M222012G02:M222018A01;,,15.00132,15.00132;,,
MM018022:MM093759,18022,Nfe2,93759,Sirt1,,0,,,0.67,,,M222012G02:M222015A05;,,9.094354,9.094354;,,
MM018022:MM105859,18022,Nfe2,105859,Csdc2,,0,,,0.566,,,M222012G02:M222016F09;,,6.349206,6.349206;,,
MM018022:MM107932,18022,Nfe2,107932,Chd4,,0,,,0.616,,,M222012G02:M222017D12;,,7.75328,7.75328;,,
MM018022:MM108098,18022,Nfe2,108098,Surb7,,0,,,0.726,,,M222012G02:M222018C02;,,15.47609,15.47609;,,
MM018022:MM114606,18022,Nfe2,114606,Tle6,,0,,,0.642,,,M222012G02:M222022F05;M222012G02:M222023C12;,,12.34744,10.79686;12.34744;,,
